100	8.0108642578125e-06
200	1.4209747314453125e-05
300	2.269744873046875e-05
400	3.123283386230469e-05
500	4.076957702636719e-05
600	5.030632019042969e-05
700	5.9032440185546874e-05
800	7.13348388671875e-05
900	8.301734924316406e-05
1000	8.602142333984375e-05
